,Rank,Robot,Weapon,R_MK2,W_MK2
119,6,Ares,Scourge,True,True
120,7,Falcon,Dragoon,True,True
121,7,Falcon,Avenger,True,True
122,7,Falcon,Dragoon,True,False
123,7,Falcon,,True,False
124,7,Ares,Scourge,False,True
125,7,Ares,Halo,False,True
126,7,Ares,Halo,False,True
127,7,Ares,Scourge,False,True
128,7,Mercury,Halo,False,False
129,7,Mercury,Ember,False,True
130,7,Mercury,Halo,False,False
131,7,Mercury,,False,False
132,7,Ares,Scourge,True,True
133,7,Ares,Halo,True,True
134,7,Ares,Shredder,True,False
135,7,Ares,Scourge,True,True
136,7,Hellburner,Gust,False,True
137,7,Hellburner,Avenger,False,True
138,7,Hellburner,,False,False
139,7,Hellburner,,False,False
140,8,Ares,Corona,True,True
141,8,Ares,Halo,True,True
142,8,Ares,Halo,True,True
143,8,Ares,Corona,True,True
144,8,Hellburner,Halo,True,True
145,8,Hellburner,Ember,True,True
146,8,Hellburner,,True,False
147,8,Hellburner,,True,False
148,8,Ao Jun,Calamity,True,False
149,8,Ao Jun,Calamity,True,False
150,8,Ao Jun,,True,False
151,8,Ao Jun,,True,False
152,8,Ares,Taran,True,True
153,8,Ares,Halo,True,True
154,8,Ares,Halo,True,True
155,8,Ares,Taran,True,True
156,8,Falcon,Dragoon,True,True
157,8,Falcon,Avenger,True,True
158,8,Falcon,Dragoon,True,True
159,8,Falcon,,True,False
160,9,Ares,Corona,False,True
161,9,Ares,Halo,False,True
162,9,Ares,Halo,False,False
163,9,Ares,Corona,False,False
164,9,Mender,Spark,True,False
165,9,Mender,Scourge,True,True
166,9,Mender,Spark,True,False
167,9,Mender,,True,False
168,9,Hellburner,Blaze,False,False
169,9,Hellburner,Ember,False,True
170,9,Hellburner,,False,False
171,9,Hellburner,,False,False
172,9,Mercury,Halo,True,True
173,9,Mercury,Avenger,True,True
174,9,Mercury,Halo,True,False
175,9,Mercury,,True,False
176,9,Falcon,Exodus,True,False
177,9,Falcon,Exodus,True,True
178,9,Falcon,Exodus,True,False
179,9,Falcon,,True,False
180,10,Spectre,Shocktrain,True,True
181,10,Spectre,Shocktrain,True,True
182,10,Spectre,Shocktrain,True,True
183,10,Spectre,Shocktrain,True,True
184,10,Falcon,Trident,True,True
185,10,Falcon,Trident,True,True
186,10,Falcon,Trident,True,False
187,10,Falcon,,True,False
188,10,Mender,Magnum,True,False
189,10,Mender,Scourge,True,True
190,10,Mender,Magnum,True,False
191,10,Mender,,True,False
192,10,Inquisitor,Taran,True,True
193,10,Inquisitor,Taran,True,True
194,10,Inquisitor,Ember,True,True
195,10,Inquisitor,,True,False
196,10,Strider,Gust,False,False
197,10,Strider,Gust,False,False
198,10,Strider,Avenger,False,False
199,10,Strider,,False,False
200,11,Strider,Halo,True,True
201,11,Strider,Halo,True,True
202,11,Strider,Avenger,True,True
203,11,Strider,,True,False
204,11,Mercury,Halo,False,True
205,11,Mercury,Avenger,False,True
206,11,Mercury,Halo,False,True
207,11,Mercury,,False,False
208,11,Ares,Corona,True,True
209,11,Ares,Halo,True,True
210,11,Ares,Halo,True,True
211,11,Ares,Corona,True,False
212,11,Ao Jun,Viper,False,True
213,11,Ao Jun,Viper,False,True
214,11,Ao Jun,,False,False
215,11,Ao Jun,,False,False
216,11,Ares,Tulumbas,False,True
217,11,Ares,Pin,False,False
218,11,Ares,Pin,False,False
219,11,Ares,Tulumbas,False,True
220,12,Ao Jun,Dragoon,False,True
221,12,Ao Jun,Dragoon,False,True
222,12,Ao Jun,,False,False
223,12,Ao Jun,,False,False
224,12,Ao Guang,Taran,False,True
225,12,Ao Guang,Taran,False,True
226,12,Ao Guang,Taran,False,True
227,12,Ao Guang,,False,False
228,12,Ares,Taran,False,True
229,12,Ares,Blaze,False,False
230,12,Ares,Blaze,False,False
231,12,Ares,Taran,False,True
232,12,Ares,Orkan,False,True
233,12,Ares,Gust,False,True
234,12,Ares,Gust,False,True
235,12,Ares,Orkan,False,True
236,12,Ares,Corona,False,False
237,12,Ares,Halo,False,False
238,12,Ares,Halo,False,False
239,12,Ares,Corona,False,False
240,13,Pursuer,Gust,True,True
241,13,Pursuer,Gust,True,True
242,13,Pursuer,Gust,True,True
243,13,Pursuer,,True,False
244,13,Mender,Halo,True,True
245,13,Mender,Taran,True,True
246,13,Mender,Halo,True,False
247,13,Mender,,True,False
248,13,Mender,Halo,False,False
249,13,Mender,Taran,False,True
250,13,Mender,Halo,False,False
251,13,Mender,,False,False
252,13,Ares,Scourge,False,True
253,13,Ares,Shredder,False,False
254,13,Ares,Shredder,False,False
255,13,Ares,Scourge,False,True
256,13,Spectre,Pulsar,True,False
257,13,Spectre,Pulsar,True,False
258,13,Spectre,Pulsar,True,False
259,13,Spectre,Pulsar,True,False
260,14,Falcon,Viper,True,True
261,14,Falcon,Avenger,True,True
262,14,Falcon,Avenger,True,True
263,14,Falcon,,True,False
264,14,Mercury,Halo,False,False
265,14,Mercury,Ember,False,True
266,14,Mercury,Halo,False,False
267,14,Mercury,,False,False
268,14,Mercury,Halo,False,False
269,14,Mercury,Avenger,False,True
270,14,Mercury,Halo,False,False
271,14,Mercury,,False,False
272,14,Ares,Tulumbas,False,True
273,14,Ares,Gust,False,True
274,14,Ares,Halo,False,False
275,14,Ares,Tulumbas,False,True
276,14,Ares,Pulsar,False,False
277,14,Ares,Halo,False,False
278,14,Ares,Halo,False,False
279,14,Ares,Pulsar,False,False
280,15,Ares,Tulumbas,True,True
281,15,Ares,Pin,True,True
282,15,Ares,Pin,True,True
283,15,Ares,Tulumbas,True,True
284,15,Mercury,Gust,False,True
285,15,Mercury,Avenger,False,True
286,15,Mercury,Gust,False,True
287,15,Mercury,,False,False
288,15,Hellburner,Halo,True,False
289,15,Hellburner,Ember,True,True
290,15,Hellburner,,True,False
291,15,Hellburner,,True,False
292,15,Mercury,Halo,True,False
293,15,Mercury,Avenger,True,True
294,15,Mercury,Halo,True,False
295,15,Mercury,,True,False
296,15,Ares,Storm,False,True
297,15,Ares,Halo,False,False
298,15,Ares,Halo,False,False
299,15,Ares,Pulsar,False,False
300,16,Haechi,Scourge,True,True
301,16,Haechi,Scourge,True,True
302,16,Haechi,Scourge,True,True
303,16,Haechi,,True,False
304,16,Mercury,Halo,False,False
305,16,Mercury,Ember,False,True
306,16,Mercury,Blaze,False,False
307,16,Mercury,,False,False
308,16,Pursuer,Gust,False,True
309,16,Pursuer,Gust,False,True
310,16,Pursuer,Halo,False,False
311,16,Pursuer,,False,False
312,16,Fury,Trident,False,False
313,16,Fury,Trident,False,False
314,16,Fury,Trident,False,False
315,16,Fury,,False,False
316,16,Mender,Gust,False,True
317,16,Mender,Storm,False,True
318,16,Mender,Halo,False,False
319,16,Mender,,False,False
320,17,Ares,Pulsar,True,True
321,17,Ares,Halo,True,True
322,17,Ares,Halo,True,True
323,17,Ares,Pulsar,True,True
324,17,Ares,Taran,True,True
325,17,Ares,Halo,True,False
326,17,Ares,Halo,True,False
327,17,Ares,Taran,True,True
328,17,Falcon,Trident,True,True
329,17,Falcon,Avenger,True,True
330,17,Falcon,Trident,True,True
331,17,Falcon,,True,False
332,17,Invader,Storm,True,True
333,17,Invader,Gust,True,True
334,17,Invader,Gust,True,True
335,17,Invader,,True,False
336,17,Mercury,Halo,False,False
337,17,Mercury,Avenger,False,True
338,17,Mercury,Halo,False,False
339,17,Mercury,,False,False
340,18,Hellburner,Gust,True,True
341,18,Hellburner,Ember,True,True
342,18,Hellburner,,True,False
343,18,Hellburner,,True,False
344,18,Mender,Halo,True,False
345,18,Mender,Storm,True,True
346,18,Mender,Halo,True,False
347,18,Mender,,True,False
348,18,Mercury,Halo,False,False
349,18,Mercury,Ember,False,True
350,18,Mercury,Halo,False,False
351,18,Mercury,,False,False
352,18,Mercury,Gust,False,True
353,18,Mercury,Avenger,False,True
354,18,Mercury,Gust,False,True
355,18,Mercury,,False,False
356,18,Ares,Corona,True,False
357,18,Ares,Halo,True,False
358,18,Ares,Halo,True,False
359,18,Ares,Corona,True,False
360,19,Strider,Halo,True,False
361,19,Strider,Halo,True,False
362,19,Strider,Ember,True,False
363,19,Strider,,True,False
364,19,Mender,Halo,True,True
365,19,Mender,Corona,True,False
366,19,Mender,Halo,True,False
367,19,Mender,,True,False
368,19,Ares,Scourge,True,True
369,19,Ares,Shredder,True,False
370,19,Ares,Shredder,True,False
371,19,Ares,Scourge,True,True
372,19,Ao Jun,Glory,True,True
373,19,Ao Jun,Ember,True,True
374,19,Ao Jun,,True,False
375,19,Ao Jun,,True,False
376,19,Invader,Storm,True,True
377,19,Invader,Gust,True,True
378,19,Invader,Gust,True,True
379,19,Invader,,True,False
380,20,Hellburner,Gust,True,True
381,20,Hellburner,Ember,True,True
382,20,Hellburner,,True,False
383,20,Hellburner,,True,False
384,20,Ares,Scourge,True,True
385,20,Ares,Shredder,True,False
386,20,Ares,Shredder,True,False
387,20,Ares,Scourge,True,True
388,20,Mender,Halo,True,False
389,20,Mender,Corona,True,False
390,20,Mender,Halo,True,True
391,20,Mender,,True,False
392,20,Mercury,Halo,True,False
393,20,Mercury,Avenger,True,True
394,20,Mercury,Halo,True,False
395,20,Mercury,,True,False
396,20,Falcon,Trident,True,True
397,20,Falcon,Avenger,True,True
398,20,Falcon,Trident,True,True
399,20,Falcon,,True,False
400,21,Pursuer,Gust,False,True
401,21,Pursuer,Gust,False,True
402,21,Pursuer,Gust,False,True
403,21,Pursuer,,False,False
404,21,Ares,Tulumbas,False,True
405,21,Ares,Halo,False,False
406,21,Ares,Halo,False,False
407,21,Ares,Tulumbas,False,True
408,21,Invader,Storm,False,False
409,21,Invader,Halo,False,False
410,21,Invader,Halo,False,False
411,21,Invader,,False,False
412,21,Ao Jun,Avenger,False,False
413,21,Ao Jun,Avenger,False,False
414,21,Ao Jun,,False,False
415,21,Ao Jun,,False,False
416,21,Bulwark,Dragoon,False,True
417,21,Bulwark,Dragoon,False,True
418,21,Bulwark,,False,False
419,21,Bulwark,,False,False
420,22,Falcon,Dragoon,True,True
421,22,Falcon,Ember,True,True
422,22,Falcon,Dragoon,True,True
423,22,Falcon,,True,False
424,22,Invader,Corona,True,True
425,22,Invader,Gust,True,True
426,22,Invader,Halo,True,False
427,22,Invader,,True,False
428,22,Ares,Scourge,False,True
429,22,Ares,Halo,False,False
430,22,Ares,Halo,False,False
431,22,Ares,Scourge,False,True
432,22,Ares,Corona,False,False
433,22,Ares,Halo,False,False
434,22,Ares,Halo,False,False
435,22,Ares,Corona,False,False
436,22,Hellburner,Halo,True,False
437,22,Hellburner,Ember,True,True
438,22,Hellburner,,True,False
439,22,Hellburner,,True,False
440,23,Spectre,Tulumbas,False,True
441,23,Spectre,Tulumbas,False,True
442,23,Spectre,Tulumbas,False,True
443,23,Spectre,Tulumbas,False,True
444,23,Spectre,Taran,False,True
445,23,Spectre,Taran,False,True
446,23,Spectre,Taran,False,False
447,23,Spectre,Taran,False,True
448,23,Pursuer,Gust,False,False
449,23,Pursuer,Gust,False,False
450,23,Pursuer,Gust,False,False
451,23,Pursuer,,False,False
452,23,Pursuer,Halo,False,False
453,23,Pursuer,Halo,False,False
454,23,Pursuer,Halo,False,False
455,23,Pursuer,,False,False
456,23,Pursuer,Magnum,False,True
457,23,Pursuer,Magnum,False,True
458,23,Pursuer,Magnum,False,True
459,23,Pursuer,,False,False
460,24,Hellburner,Halo,True,False
461,24,Hellburner,Ember,True,False
462,24,Hellburner,,True,False
463,24,Hellburner,,True,False
464,24,Falcon,Trident,True,True
465,24,Falcon,Trident,True,True
466,24,Falcon,Trident,True,True
467,24,Falcon,,True,False
468,24,Invader,Corona,True,False
469,24,Invader,Halo,True,False
470,24,Invader,Halo,True,False
471,24,Invader,,True,False
472,24,Mercury,Halo,True,False
473,24,Mercury,Ember,True,True
474,24,Mercury,Halo,True,False
475,24,Mercury,,True,False
476,24,Ares,Scourge,False,True
477,24,Ares,Shredder,False,False
478,24,Ares,Shredder,False,False
479,24,Ares,Scourge,False,True
480,25,Falcon,Exodus,True,False
481,25,Falcon,Ember,True,True
482,25,Falcon,Exodus,True,False
483,25,Falcon,,True,False
484,25,Inquisitor,Orkan,True,True
485,25,Inquisitor,Orkan,True,True
486,25,Inquisitor,Exodus,True,False
487,25,Inquisitor,,True,False
488,25,Mender,Halo,True,True
489,25,Mender,Storm,True,True
490,25,Mender,Gust,True,True
491,25,Mender,,True,False
492,25,Strider,Halo,True,False
493,25,Strider,Blaze,True,False
494,25,Strider,Ember,True,False
495,25,Strider,,True,False
496,25,Mercury,Gust,False,False
497,25,Mercury,Glory,False,False
498,25,Mercury,Gust,False,True
499,25,Mercury,,False,False
500,26,Ares,Pulsar,True,False
501,26,Ares,Marquess,True,False
502,26,Ares,Marquess,True,False
503,26,Ares,Pulsar,True,False
504,26,Hades,Halo,True,False
505,26,Hades,Ember,True,True
506,26,Hades,Halo,True,False
507,26,Hades,,True,False
508,26,Nemesis,Taran,False,True
509,26,Nemesis,Taran,False,True
510,26,Nemesis,,False,False
511,26,Nemesis,,False,False
512,26,Mercury,Halo,True,False
513,26,Mercury,Ember,True,True
514,26,Mercury,Halo,True,False
515,26,Mercury,,True,False
516,26,Falcon,Trident,True,False
517,26,Falcon,Ember,True,True
518,26,Falcon,Trident,True,False
519,26,Falcon,,True,False
520,27,Hellburner,Spark,True,True
521,27,Hellburner,Avenger,True,True
522,27,Hellburner,,True,False
523,27,Hellburner,,True,False
524,27,Ares,Corona,True,False
525,27,Ares,Halo,True,False
526,27,Ares,Halo,True,False
527,27,Ares,Corona,True,False
528,27,Ares,Pulsar,True,False
529,27,Ares,Marquess,True,False
530,27,Ares,Marquess,True,False
531,27,Ares,Pulsar,True,False
532,27,Ares,Scourge,True,True
533,27,Ares,Spark,True,True
534,27,Ares,Spark,True,True
535,27,Ares,Scourge,True,True
536,27,Invader,Storm,True,True
537,27,Invader,Halo,True,True
538,27,Invader,Punisher,True,True
539,27,Invader,,True,False
540,28,Mercury,Halo,False,False
541,28,Mercury,Avenger,False,True
542,28,Mercury,Halo,False,False
543,28,Mercury,,False,False
544,28,Mercury,Halo,False,False
545,28,Mercury,Ember,False,True
546,28,Mercury,Halo,False,False
547,28,Mercury,,False,False
548,28,Mender,Halo,True,False
549,28,Mender,Storm,True,True
550,28,Mender,Gust,True,True
551,28,Mender,,True,False
552,28,Falcon,Dragoon,True,False
553,28,Falcon,Avenger,True,True
554,28,Falcon,Dragoon,True,False
555,28,Falcon,,True,False
556,28,Hellburner,Gust,True,True
557,28,Hellburner,Ember,True,True
558,28,Hellburner,,True,False
559,28,Hellburner,,True,False
560,29,Pursuer,Halo,True,True
561,29,Pursuer,Halo,True,True
562,29,Pursuer,Halo,True,True
563,29,Pursuer,,True,False
564,29,Mender,Gust,False,True
565,29,Mender,Corona,False,False
566,29,Mender,Gust,False,False
567,29,Mender,,False,False
568,29,Mercury,Halo,False,False
569,29,Mercury,Ember,False,True
570,29,Mercury,Halo,False,False
571,29,Mercury,,False,False
572,29,Ares,Taran,False,True
573,29,Ares,Gust,False,True
574,29,Ares,Halo,False,True
575,29,Ares,Taran,False,True
576,29,Hellburner,Shredder,False,False
577,29,Hellburner,Avenger,False,False
578,29,Hellburner,,False,False
579,29,Hellburner,,False,False
580,30,Mender,Gust,False,True
581,30,Mender,Storm,False,True
582,30,Mender,Halo,False,False
583,30,Mender,,False,False
584,30,Ares,Scourge,False,True
585,30,Ares,Halo,False,False
586,30,Ares,Halo,False,False
587,30,Ares,Scourge,False,True
588,30,Mercury,Shredder,False,False
589,30,Mercury,Avenger,False,True
590,30,Mercury,Halo,False,False
591,30,Mercury,,False,False
592,30,Ao Jun,Ember,False,True
593,30,Ao Jun,Ember,False,True
594,30,Ao Jun,,False,False
595,30,Ao Jun,,False,False
596,30,Bulwark,Dragoon,False,True
597,30,Bulwark,Dragoon,False,True
598,30,Bulwark,,False,False
599,30,Bulwark,,False,False
600,31,Strider,Halo,True,True
601,31,Strider,Halo,True,True
602,31,Strider,Ember,True,True
603,31,Strider,,True,False
604,31,Ares,Corona,True,True
605,31,Ares,Halo,True,True
606,31,Ares,Halo,True,True
607,31,Ares,Corona,True,True
608,31,Ao Jun,Viper,True,True
609,31,Ao Jun,Viper,True,True
610,31,Ao Jun,,True,False
611,31,Ao Jun,,True,False
612,31,Ares,Taran,True,True
613,31,Ares,Halo,True,True
614,31,Ares,Halo,True,True
615,31,Ares,Taran,True,True
616,31,Invader,Corona,False,True
617,31,Invader,Gust,False,True
618,31,Invader,Gust,False,True
619,31,Invader,,False,False
620,32,Hellburner,Halo,True,False
621,32,Hellburner,Ember,True,True
622,32,Hellburner,,True,False
623,32,Hellburner,,True,False
624,32,Ares,Corona,True,True
625,32,Ares,Gust,True,True
626,32,Ares,Halo,True,True
627,32,Ares,Corona,True,True
628,32,Ares,Taran,True,True
629,32,Ares,Halo,True,True
630,32,Ares,Halo,True,True
631,32,Ares,Taran,True,True
632,32,Invader,Storm,True,True
633,32,Invader,Halo,True,True
634,32,Invader,Gust,True,True
635,32,Invader,,True,False
636,32,Bulwark,Avenger,True,True
637,32,Bulwark,Avenger,True,True
638,32,Bulwark,,True,False
639,32,Bulwark,,True,False
640,33,Ares,Corona,True,True
641,33,Ares,Halo,True,True
642,33,Ares,Halo,True,True
643,33,Ares,Storm,True,True
644,33,Mender,Gust,False,True
645,33,Mender,Corona,False,False
646,33,Mender,Gust,False,True
647,33,Mender,,False,False
648,33,Bulwark,Dragoon,False,True
649,33,Bulwark,Dragoon,False,True
650,33,Bulwark,,False,False
651,33,Bulwark,,False,False
652,33,Hellburner,Ecu,False,False
653,33,Hellburner,Ember,False,True
654,33,Hellburner,,False,False
655,33,Hellburner,,False,False
656,33,Mercury,Punisher,False,True
657,33,Mercury,Avenger,False,True
658,33,Mercury,Punisher,False,True
659,33,Mercury,,False,False
660,34,Ares,Pulsar,True,True
661,34,Ares,Gust,True,True
662,34,Ares,Gust,True,True
663,34,Ares,Pulsar,True,True
664,34,Ares,Taran,True,True
665,34,Ares,Halo,True,False
666,34,Ares,Halo,True,True
667,34,Ares,Taran,True,True
668,34,Hellburner,Halo,True,False
669,34,Hellburner,Ember,True,True
670,34,Hellburner,,True,False
671,34,Hellburner,,True,False
672,34,Nemesis,Orkan,True,True
673,34,Nemesis,Orkan,True,True
674,34,Nemesis,,True,False
675,34,Nemesis,,True,False
676,34,Ao Guang,Tulumbas,True,True
677,34,Ao Guang,Tulumbas,True,True
678,34,Ao Guang,Tulumbas,True,True
679,34,Ao Guang,,True,False
680,35,Mender,Gust,False,True
681,35,Mender,Storm,False,True
682,35,Mender,Gust,False,False
683,35,Mender,,False,False
684,35,Spectre,Taran,True,True
685,35,Spectre,Taran,True,True
686,35,Spectre,Taran,True,True
687,35,Spectre,Taran,True,True
688,35,Mercury,Halo,False,False
689,35,Mercury,Avenger,False,True
690,35,Mercury,Halo,False,False
691,35,Mercury,,False,False
692,35,Ares,Scourge,True,True
693,35,Ares,Halo,True,False
694,35,Ares,Halo,True,False
695,35,Ares,Scourge,True,True
696,35,Hellburner,Halo,True,False
697,35,Hellburner,Ember,True,True
698,35,Hellburner,,True,False
699,35,Hellburner,,True,False
700,36,Ares,Corona,False,False
701,36,Ares,Gust,False,True
702,36,Ares,Gust,False,True
703,36,Ares,Corona,False,False
704,36,Ares,Pulsar,True,False
705,36,Ares,Halo,True,False
706,36,Ares,Halo,True,False
707,36,Ares,Pulsar,True,False
708,36,Ares,Scourge,False,True
709,36,Ares,Halo,False,False
710,36,Ares,Halo,False,False
711,36,Ares,Scourge,False,True
712,36,Ares,Storm,False,True
713,36,Ares,Halo,False,False
714,36,Ares,Halo,False,False
715,36,Ares,Storm,False,True
716,36,Hellburner,Ecu,True,True
717,36,Hellburner,Ember,True,True
718,36,Hellburner,,True,False
719,36,Hellburner,,True,False
720,37,Mender,Halo,True,False
721,37,Mender,Corona,True,True
722,37,Mender,Blaze,True,False
723,37,Mender,,True,False
724,37,Mercury,Shredder,False,False
725,37,Mercury,Avenger,False,False
726,37,Mercury,Shredder,False,False
727,37,Mercury,,False,False
728,37,Bulwark,Trident,False,False
729,37,Bulwark,Trident,False,False
730,37,Bulwark,,False,False
731,37,Bulwark,,False,False
732,37,Pursuer,Gust,True,False
733,37,Pursuer,Gust,True,False
734,37,Pursuer,Gust,True,False
735,37,Pursuer,,True,False
736,37,Spectre,Taran,True,True
737,37,Spectre,Taran,True,True
738,37,Spectre,Taran,True,True
739,37,Spectre,Taran,True,True
740,38,Invader,Storm,True,True
741,38,Invader,Halo,True,True
742,38,Invader,Halo,True,True
743,38,Invader,,True,False
744,38,Hellburner,Shredder,True,True
745,38,Hellburner,Avenger,True,True
746,38,Hellburner,,True,False
747,38,Hellburner,,True,False
748,38,Invader,Storm,True,True
749,38,Invader,Halo,True,True
750,38,Invader,Halo,True,True
751,38,Invader,,True,False
752,38,Ao Jun,Ember,True,True
753,38,Ao Jun,Ember,True,True
754,38,Ao Jun,,True,False
755,38,Ao Jun,,True,False
756,38,Invader,Storm,True,True
757,38,Invader,Halo,True,True
758,38,Invader,Gust,True,True
759,38,Invader,,True,False
760,39,Ao Guang,Vortex,True,True
761,39,Ao Guang,Vortex,True,True
762,39,Ao Guang,Vortex,True,True
763,39,Ao Guang,,True,False
764,39,Hellburner,Halo,True,False
765,39,Hellburner,Ember,True,True
766,39,Hellburner,,True,False
767,39,Hellburner,,True,False
768,39,Mender,Halo,True,False
769,39,Mender,Storm,True,True
770,39,Mender,Halo,True,False
771,39,Mender,,True,False
772,39,Mercury,Halo,True,False
773,39,Mercury,Avenger,True,True
774,39,Mercury,Halo,True,False
775,39,Mercury,,True,False
776,39,Blitz,Gust,False,True
777,39,Blitz,Gust,False,True
778,39,Blitz,Gust,False,False
779,39,Blitz,Gust,False,True
780,40,Hellburner,Gust,True,True
781,40,Hellburner,Avenger,True,True
782,40,Hellburner,,True,False
783,40,Hellburner,,True,False
784,40,Mender,Gust,True,True
785,40,Mender,Storm,True,True
786,40,Mender,Gust,True,True
787,40,Mender,,True,False
788,40,Spectre,Tulumbas,True,True
789,40,Spectre,Tulumbas,True,True
790,40,Spectre,Tulumbas,True,True
791,40,Spectre,Tulumbas,True,True
792,40,Mercury,Shredder,True,True
793,40,Mercury,Ember,True,True
794,40,Mercury,Shredder,True,True
795,40,Mercury,,True,False
796,40,Ares,Corona,True,True
797,40,Ares,Halo,True,True
798,40,Ares,Halo,True,True
799,40,Ares,Corona,True,False
800,41,Invader,Storm,False,False
801,41,Invader,Halo,False,False
802,41,Invader,Halo,False,False
803,41,Invader,,False,False
804,41,Ares,Corona,False,False
805,41,Ares,Halo,False,False
806,41,Ares,Halo,False,False
807,41,Ares,Corona,False,False
808,41,Ao Jun,Ember,False,False
809,41,Ao Jun,Ember,False,False
810,41,Ao Jun,,False,False
811,41,Ao Jun,,False,False
812,41,Mercury,Halo,False,False
813,41,Mercury,Avenger,False,False
814,41,Mercury,Halo,False,False
815,41,Mercury,,False,False
816,41,Strider,Halo,False,False
817,41,Strider,Halo,False,False
818,41,Strider,Ember,False,False
819,41,Strider,,False,False
820,42,Hellburner,Halo,False,False
821,42,Hellburner,Ember,False,True
822,42,Hellburner,,False,False
823,42,Hellburner,,False,False
824,42,Mercury,Halo,False,False
825,42,Mercury,Ember,False,True
826,42,Mercury,Gust,False,True
827,42,Mercury,,False,False
828,42,Mender,Gust,True,True
829,42,Mender,Storm,True,True
830,42,Mender,Halo,True,False
831,42,Mender,,True,False
832,42,Mender,Gust,True,True
833,42,Mender,Storm,True,True
834,42,Mender,Halo,True,False
835,42,Mender,,True,False
836,42,Ares,Taran,False,True
837,42,Ares,Shredder,False,False
838,42,Ares,Halo,False,False
839,42,Ares,Taran,False,True
