,Rank,Robot,Weapon,R_MK2,W_MK2
121,7,Ao Jun,Calamity,True,False
122,7,Ao Jun,,True,False
123,7,Ao Jun,,True,False
124,7,Mercury,Shredder,False,True
125,7,Mercury,Viper,False,True
126,7,Mercury,Halo,False,True
127,7,Mercury,,False,False
128,7,Ares,Tulumbas,True,True
129,7,Ares,Pin,True,True
130,7,Ares,Halo,True,True
131,7,Ares,Tulumbas,True,True
132,7,Ares,Storm,True,True
133,7,Ares,Halo,True,True
134,7,Ares,Halo,True,True
135,7,Ares,Corona,True,True
136,7,Ares,Scourge,True,True
137,7,Ares,Halo,True,True
138,7,Ares,Spark,True,True
139,7,Ares,Scourge,True,True
140,8,Falcon,Viper,True,False
141,8,Falcon,Ember,True,True
142,8,Falcon,Viper,True,False
143,8,Falcon,,True,False
144,8,Invader,Storm,False,True
145,8,Invader,Gust,False,True
146,8,Invader,Gust,False,False
147,8,Invader,,False,False
148,8,Mender,Halo,True,False
149,8,Mender,Storm,True,True
150,8,Mender,Gust,True,True
151,8,Mender,,True,False
152,8,Strider,Halo,True,False
153,8,Strider,Halo,True,False
154,8,Strider,Ember,True,False
155,8,Strider,,True,False
156,8,Mercury,Halo,False,True
157,8,Mercury,Glory,False,False
158,8,Mercury,Halo,False,False
159,8,Mercury,,False,False
160,9,Ao Jun,Avenger,False,True
161,9,Ao Jun,Avenger,False,True
162,9,Ao Jun,,False,False
163,9,Ao Jun,,False,False
164,9,Ares,Corona,False,False
165,9,Ares,Halo,False,False
166,9,Ares,Halo,False,False
167,9,Ares,Corona,False,False
168,9,Ares,Taran,False,True
169,9,Ares,Halo,False,False
170,9,Ares,Halo,False,False
171,9,Ares,Taran,False,True
172,9,Invader,Storm,True,True
173,9,Invader,Halo,True,False
174,9,Invader,Halo,True,False
175,9,Invader,,True,False
176,9,Invader,Storm,True,True
177,9,Invader,Halo,True,False
178,9,Invader,Halo,True,False
179,9,Invader,,True,False
180,10,Strider,Halo,True,True
181,10,Strider,Halo,True,True
182,10,Strider,Glory,True,True
183,10,Strider,,True,False
184,10,Mercury,Halo,False,True
185,10,Mercury,Avenger,False,True
186,10,Mercury,Halo,False,True
187,10,Mercury,,False,False
188,10,Ares,Pulsar,True,True
189,10,Ares,Shredder,True,False
190,10,Ares,Shredder,True,True
191,10,Ares,Pulsar,True,True
192,10,Ares,Scourge,False,True
193,10,Ares,Halo,False,True
194,10,Ares,Halo,False,True
195,10,Ares,Scourge,False,True
196,10,Ao Jun,Avenger,True,True
197,10,Ao Jun,Avenger,True,True
198,10,Ao Jun,,True,False
199,10,Ao Jun,,True,False
200,11,Invader,Corona,True,True
201,11,Invader,Halo,True,True
202,11,Invader,Gust,True,True
203,11,Invader,,True,False
204,11,Invader,Storm,True,True
205,11,Invader,Halo,True,True
206,11,Invader,Halo,True,True
207,11,Invader,,True,False
208,11,Falcon,Ember,True,True
209,11,Falcon,Exodus,True,True
210,11,Falcon,Ember,True,True
211,11,Falcon,,True,False
212,11,Mercury,Halo,True,True
213,11,Mercury,Avenger,True,True
214,11,Mercury,Gust,True,True
215,11,Mercury,,True,False
216,11,Mercury,Gust,False,True
217,11,Mercury,Avenger,False,True
218,11,Mercury,Gust,False,True
219,11,Mercury,,False,False
220,12,Hellburner,Halo,True,False
221,12,Hellburner,Avenger,True,True
222,12,Hellburner,,True,False
223,12,Hellburner,,True,False
224,12,Ares,Pulsar,True,False
225,12,Ares,Halo,True,False
226,12,Ares,Halo,True,False
227,12,Ares,Pulsar,True,False
228,12,Mercury,Halo,False,False
229,12,Mercury,Avenger,False,True
230,12,Mercury,Halo,False,False
231,12,Mercury,,False,False
232,12,Invader,Storm,True,True
233,12,Invader,Halo,True,False
234,12,Invader,Halo,True,False
235,12,Invader,,True,False
236,12,Ares,Tulumbas,True,True
237,12,Ares,Halo,True,False
238,12,Ares,Halo,True,False
239,12,Ares,Tulumbas,True,True
240,13,Ares,Pulsar,True,True
241,13,Ares,Halo,True,True
242,13,Ares,Halo,True,True
243,13,Ares,Pulsar,True,True
244,13,Ares,Pulsar,True,True
245,13,Ares,Halo,True,True
246,13,Ares,Halo,True,True
247,13,Ares,Pulsar,True,True
248,13,Invader,Storm,True,True
249,13,Invader,Gust,True,True
250,13,Invader,Gust,True,True
251,13,Invader,,True,False
252,13,Invader,Storm,True,True
253,13,Invader,Gust,True,True
254,13,Invader,Gust,True,True
255,13,Invader,,True,False
256,13,Ao Jun,Avenger,True,True
257,13,Ao Jun,Avenger,True,True
258,13,Ao Jun,,True,False
259,13,Ao Jun,,True,False
260,14,Ao Jun,Avenger,True,True
261,14,Ao Jun,Avenger,True,False
262,14,Ao Jun,,True,False
263,14,Ao Jun,,True,False
264,14,Invader,Storm,True,True
265,14,Invader,Gust,True,True
266,14,Invader,Halo,True,False
267,14,Invader,,True,False
268,14,Mercury,Halo,False,False
269,14,Mercury,Ember,False,True
270,14,Mercury,Halo,False,False
271,14,Mercury,,False,False
272,14,Ares,Taran,True,True
273,14,Ares,Halo,True,False
274,14,Ares,Halo,True,False
275,14,Ares,Taran,True,True
276,14,Ares,Pulsar,True,True
277,14,Ares,Shredder,True,False
278,14,Ares,Halo,True,False
279,14,Ares,Pulsar,True,False
280,15,Haechi,Taran,True,True
281,15,Haechi,Taran,True,True
282,15,Haechi,Taran,True,True
283,15,Haechi,,True,False
284,15,Spectre,Tulumbas,True,True
285,15,Spectre,Tulumbas,True,True
286,15,Spectre,Tulumbas,True,True
287,15,Spectre,Tulumbas,True,True
288,15,Invader,Corona,True,False
289,15,Invader,Halo,True,True
290,15,Invader,Halo,True,True
291,15,Invader,,True,False
292,15,Mercury,Halo,True,True
293,15,Mercury,Ember,True,True
294,15,Mercury,Halo,True,False
295,15,Mercury,,True,False
296,15,Spectre,Orkan,True,True
297,15,Spectre,Orkan,True,True
298,15,Spectre,Orkan,True,True
299,15,Spectre,Orkan,True,True
300,16,Strider,Halo,True,True
301,16,Strider,Halo,True,False
302,16,Strider,Avenger,True,True
303,16,Strider,,True,False
304,16,Invader,Punisher,True,True
305,16,Invader,Halo,True,True
306,16,Invader,Shredder,True,True
307,16,Invader,,True,False
308,16,Invader,Storm,True,True
309,16,Invader,Halo,True,True
310,16,Invader,Halo,True,True
311,16,Invader,,True,False
312,16,Ao Jun,Avenger,True,True
313,16,Ao Jun,Avenger,True,True
314,16,Ao Jun,,True,False
315,16,Ao Jun,,True,False
316,16,Ares,Wasp,True,True
317,16,Ares,Sting,True,True
318,16,Ares,Marquess,True,False
319,16,Ares,Pulsar,True,True
320,17,Ao Jun,Avenger,True,True
321,17,Ao Jun,Avenger,True,True
322,17,Ao Jun,,True,False
323,17,Ao Jun,,True,False
324,17,Invader,Storm,True,True
325,17,Invader,Halo,True,True
326,17,Invader,Gust,True,True
327,17,Invader,,True,False
328,17,Mercury,Halo,False,False
329,17,Mercury,Avenger,False,True
330,17,Mercury,Halo,False,False
331,17,Mercury,,False,False
332,17,Invader,Storm,True,True
333,17,Invader,Halo,True,True
334,17,Invader,Gust,True,True
335,17,Invader,,True,False
336,17,Ares,Scourge,True,True
337,17,Ares,Halo,True,False
338,17,Ares,Halo,True,False
339,17,Ares,Scourge,True,True
340,18,Spectre,Shocktrain,True,True
341,18,Spectre,Shocktrain,True,True
342,18,Spectre,Shocktrain,True,True
343,18,Spectre,Shocktrain,True,True
344,18,Ares,Corona,False,False
345,18,Ares,Halo,False,True
346,18,Ares,Halo,False,True
347,18,Ares,Corona,False,True
348,18,Ares,Pulsar,True,False
349,18,Ares,Marquess,True,False
350,18,Ares,Marquess,True,False
351,18,Ares,Pulsar,True,False
352,18,Ao Jun,Avenger,True,True
353,18,Ao Jun,Avenger,True,True
354,18,Ao Jun,,True,False
355,18,Ao Jun,,True,False
356,18,Invader,Storm,True,True
357,18,Invader,Halo,True,True
358,18,Invader,Halo,True,True
359,18,Invader,,True,False
360,19,Ares,Corona,True,True
361,19,Ares,Halo,True,True
362,19,Ares,Halo,True,True
363,19,Ares,Corona,True,False
364,19,Ares,Corona,True,False
365,19,Ares,Halo,True,True
366,19,Ares,Halo,True,True
367,19,Ares,Corona,True,False
368,19,Strider,Halo,True,False
369,19,Strider,Halo,True,False
370,19,Strider,Ember,True,True
371,19,Strider,,True,False
372,19,Ares,Pulsar,True,True
373,19,Ares,Halo,True,False
374,19,Ares,Halo,True,False
375,19,Ares,Pulsar,True,True
376,19,Ao Jun,Avenger,False,True
377,19,Ao Jun,Avenger,False,True
378,19,Ao Jun,,False,False
379,19,Ao Jun,,False,False
380,20,Mercury,Shredder,False,False
381,20,Mercury,Avenger,False,False
382,20,Mercury,Shredder,False,False
383,20,Mercury,,False,False
384,20,Mercury,Halo,False,False
385,20,Mercury,Ember,False,True
386,20,Mercury,Halo,False,False
387,20,Mercury,,False,False
388,20,Mender,Halo,False,False
389,20,Mender,Corona,False,False
390,20,Mender,Halo,False,False
391,20,Mender,,False,False
392,20,Spectre,Taran,True,True
393,20,Spectre,Taran,True,True
394,20,Spectre,Taran,True,True
395,20,Spectre,Taran,True,True
396,20,Invader,Storm,False,False
397,20,Invader,Gust,False,True
398,20,Invader,Gust,False,False
399,20,Invader,,False,False
400,21,Strider,Halo,True,True
401,21,Strider,Halo,True,True
402,21,Strider,Ember,True,True
403,21,Strider,,True,False
404,21,Ares,Taran,True,True
405,21,Ares,Halo,True,True
406,21,Ares,Halo,True,True
407,21,Ares,Taran,True,True
408,21,Ares,Taran,True,True
409,21,Ares,Halo,True,True
410,21,Ares,Halo,True,True
411,21,Ares,Taran,True,True
412,21,Invader,Storm,True,True
413,21,Invader,Halo,True,True
414,21,Invader,Punisher,True,True
415,21,Invader,,True,False
416,21,Ao Jun,Avenger,True,True
417,21,Ao Jun,Viper,True,False
418,21,Ao Jun,,True,False
419,21,Ao Jun,,True,False
420,22,Invader,Storm,False,False
421,22,Invader,Gust,False,True
422,22,Invader,Gust,False,True
423,22,Invader,,False,False
424,22,Mender,Gust,True,False
425,22,Mender,Corona,True,False
426,22,Mender,Gust,True,False
427,22,Mender,,True,False
428,22,Ares,Taran,False,True
429,22,Ares,Halo,False,False
430,22,Ares,Halo,False,False
431,22,Ares,Taran,False,True
432,22,Hellburner,Blaze,False,False
433,22,Hellburner,Ember,False,True
434,22,Hellburner,,False,False
435,22,Hellburner,,False,False
436,22,Spectre,Orkan,True,True
437,22,Spectre,Orkan,True,True
438,22,Spectre,Orkan,True,True
439,22,Spectre,Orkan,True,True
440,23,Ares,Pulsar,True,True
441,23,Ares,Gust,True,True
442,23,Ares,Gust,True,True
443,23,Ares,Pulsar,True,True
444,23,Ares,Taran,True,True
445,23,Ares,Halo,True,False
446,23,Ares,Halo,True,True
447,23,Ares,Taran,True,True
448,23,Invader,Storm,True,True
449,23,Invader,Gust,True,True
450,23,Invader,Halo,True,False
451,23,Invader,,True,False
452,23,Invader,Corona,True,True
453,23,Invader,Gust,True,True
454,23,Invader,Halo,True,False
455,23,Invader,,True,False
456,23,Ao Jun,Avenger,True,True
457,23,Ao Jun,Avenger,True,True
458,23,Ao Jun,,True,False
459,23,Ao Jun,,True,False
460,24,Invader,Corona,False,False
461,24,Invader,Halo,False,True
462,24,Invader,Halo,False,True
463,24,Invader,,False,False
464,24,Mercury,Shredder,False,True
465,24,Mercury,Ember,False,True
466,24,Mercury,Shredder,False,True
467,24,Mercury,,False,False
468,24,Ares,Storm,True,True
469,24,Ares,Gust,True,True
470,24,Ares,Gust,True,True
471,24,Ares,Corona,True,True
472,24,Ares,Pulsar,True,True
473,24,Ares,Marquess,True,False
474,24,Ares,Marquess,True,False
475,24,Ares,Pulsar,True,True
476,24,Ao Jun,Viper,True,True
477,24,Ao Jun,Viper,True,True
478,24,Ao Jun,,True,False
479,24,Ao Jun,,True,False
480,25,Mercury,Gust,False,True
481,25,Mercury,Avenger,False,True
482,25,Mercury,Gust,False,True
483,25,Mercury,,False,False
484,25,Falcon,Viper,True,True
485,25,Falcon,Avenger,True,True
486,25,Falcon,Viper,True,False
487,25,Falcon,,True,False
488,25,Ao Jun,Avenger,True,True
489,25,Ao Jun,Glory,True,True
490,25,Ao Jun,,True,False
491,25,Ao Jun,,True,False
492,25,Invader,Storm,True,True
493,25,Invader,Gust,True,True
494,25,Invader,Halo,True,True
495,25,Invader,,True,False
496,25,Ares,Scourge,True,True
497,25,Ares,Halo,True,False
498,25,Ares,Halo,True,False
499,25,Ares,Scourge,True,True
500,26,Hellburner,Ecu,True,False
501,26,Hellburner,Ember,True,False
502,26,Hellburner,,True,False
503,26,Hellburner,,True,False
504,26,Mercury,Halo,False,False
505,26,Mercury,Avenger,False,False
506,26,Mercury,Halo,False,False
507,26,Mercury,,False,False
508,26,Mercury,Shredder,False,False
509,26,Mercury,Avenger,False,False
510,26,Mercury,Shredder,False,False
511,26,Mercury,,False,False
512,26,Invader,Corona,True,False
513,26,Invader,Gust,True,False
514,26,Invader,Gust,True,False
515,26,Invader,,True,False
516,26,Nemesis,Tulumbas,False,True
517,26,Nemesis,Tulumbas,False,True
518,26,Nemesis,,False,False
519,26,Nemesis,,False,False
520,27,Ares,Corona,True,True
521,27,Ares,Halo,True,True
522,27,Ares,Halo,True,True
523,27,Ares,Corona,True,True
524,27,Ares,Pulsar,True,True
525,27,Ares,Marquess,True,False
526,27,Ares,Marquess,True,False
527,27,Ares,Pulsar,True,True
528,27,Ao Jun,Ember,True,True
529,27,Ao Jun,Ember,True,True
530,27,Ao Jun,,True,False
531,27,Ao Jun,,True,False
532,27,Ao Jun,Viper,True,True
533,27,Ao Jun,Viper,True,True
534,27,Ao Jun,,True,False
535,27,Ao Jun,,True,False
536,27,Invader,Storm,True,True
537,27,Invader,Halo,True,True
538,27,Invader,Halo,True,True
539,27,Invader,,True,False
540,28,Ares,Corona,True,True
541,28,Ares,Halo,True,True
542,28,Ares,Halo,True,True
543,28,Ares,Corona,True,True
544,28,Hellburner,Halo,True,True
545,28,Hellburner,Calamity,True,False
546,28,Hellburner,,True,False
547,28,Hellburner,,True,False
548,28,Ao Jun,Calamity,True,False
549,28,Ao Jun,Calamity,True,False
550,28,Ao Jun,,True,False
551,28,Ao Jun,,True,False
552,28,Ares,Pulsar,True,True
553,28,Ares,Spark,True,True
554,28,Ares,Spark,True,True
555,28,Ares,Pulsar,True,True
556,28,Invader,Corona,True,True
557,28,Invader,Halo,True,True
558,28,Invader,Halo,True,True
559,28,Invader,,True,False
560,29,Invader,Storm,True,True
561,29,Invader,Halo,True,False
562,29,Invader,Halo,True,False
563,29,Invader,,True,False
564,29,Invader,Corona,True,False
565,29,Invader,Halo,True,False
566,29,Invader,Halo,True,False
567,29,Invader,,True,False
568,29,Mercury,Halo,False,False
569,29,Mercury,Avenger,False,True
570,29,Mercury,Halo,False,False
571,29,Mercury,,False,False
572,29,Ao Jun,Ember,True,True
573,29,Ao Jun,Ember,True,False
574,29,Ao Jun,,True,False
575,29,Ao Jun,,True,False
576,29,Ares,Scourge,True,True
577,29,Ares,Shredder,True,False
578,29,Ares,Shredder,True,False
579,29,Ares,Scourge,True,True
580,30,Ao Jun,Avenger,False,True
581,30,Ao Jun,Avenger,False,True
582,30,Ao Jun,,False,False
583,30,Ao Jun,,False,False
584,30,Ares,Scourge,True,True
585,30,Ares,Halo,True,False
586,30,Ares,Gust,True,False
587,30,Ares,Scourge,True,True
588,30,Invader,Scourge,True,True
589,30,Invader,Gust,True,False
590,30,Invader,Gust,True,False
591,30,Invader,,True,False
592,30,Invader,Taran,True,True
593,30,Invader,Halo,True,False
594,30,Invader,Halo,True,False
595,30,Invader,,True,False
596,30,Hellburner,Blaze,True,False
597,30,Hellburner,Ember,True,True
598,30,Hellburner,,True,False
599,30,Hellburner,,True,False
600,31,Strider,Halo,True,False
601,31,Strider,Halo,True,False
602,31,Strider,Ember,True,True
603,31,Strider,,True,False
604,31,Ares,Tulumbas,False,True
605,31,Ares,Gust,False,True
606,31,Ares,Halo,False,False
607,31,Ares,Tulumbas,False,True
608,31,Invader,Corona,False,False
609,31,Invader,Gust,False,True
610,31,Invader,Gust,False,True
611,31,Invader,,False,False
612,31,Mercury,Halo,True,False
613,31,Mercury,Avenger,True,True
614,31,Mercury,Halo,True,False
615,31,Mercury,,True,False
616,31,Falcon,Dragoon,False,True
617,31,Falcon,Avenger,False,True
618,31,Falcon,Dragoon,False,False
619,31,Falcon,,False,False
620,32,Hellburner,Shredder,True,True
621,32,Hellburner,Avenger,True,True
622,32,Hellburner,,True,False
623,32,Hellburner,,True,False
624,32,Invader,Corona,True,True
625,32,Invader,Gust,True,True
626,32,Invader,Halo,True,True
627,32,Invader,,True,False
628,32,Ares,Scourge,True,True
629,32,Ares,Halo,True,False
630,32,Ares,Halo,True,False
631,32,Ares,Scourge,True,True
632,32,Mercury,Gust,True,True
633,32,Mercury,Avenger,True,True
634,32,Mercury,Gust,True,True
635,32,Mercury,,True,False
636,32,Invader,Storm,True,True
637,32,Invader,Gust,True,True
638,32,Invader,Halo,True,True
639,32,Invader,,True,False
640,33,Hellburner,Shredder,True,False
641,33,Hellburner,Ember,True,True
642,33,Hellburner,,True,False
643,33,Hellburner,,True,False
644,33,Mercury,Gust,False,False
645,33,Mercury,Ember,False,True
646,33,Mercury,Gust,False,False
647,33,Mercury,,False,False
648,33,Ares,Taran,True,True
649,33,Ares,Halo,True,False
650,33,Ares,Halo,True,False
651,33,Ares,Taran,True,True
652,33,Ares,Taran,True,True
653,33,Ares,Shredder,True,False
654,33,Ares,Shredder,True,False
655,33,Ares,Taran,True,True
656,33,Invader,Storm,True,True
657,33,Invader,Halo,True,True
658,33,Invader,Halo,True,True
659,33,Invader,,True,False
660,34,Invader,Corona,False,False
661,34,Invader,Gust,False,True
662,34,Invader,Halo,False,False
663,34,Invader,,False,False
664,34,Inquisitor,Taran,True,True
665,34,Inquisitor,Taran,True,True
666,34,Inquisitor,Ember,True,True
667,34,Inquisitor,,True,False
668,34,Pursuer,Gust,True,True
669,34,Pursuer,Halo,True,False
670,34,Pursuer,Gust,True,True
671,34,Pursuer,,True,False
672,34,Ares,Taran,False,True
673,34,Ares,Magnum,False,False
674,34,Ares,Halo,False,False
675,34,Ares,Taran,False,True
676,34,Mercury,Halo,False,True
677,34,Mercury,Avenger,False,True
678,34,Mercury,Halo,False,True
679,34,Mercury,,False,False
680,35,Falcon,Avenger,True,True
681,35,Falcon,Avenger,True,True
682,35,Falcon,Avenger,True,True
683,35,Falcon,,True,False
684,35,Spectre,Tulumbas,True,True
685,35,Spectre,Tulumbas,True,True
686,35,Spectre,Tulumbas,True,True
687,35,Spectre,Tulumbas,True,True
688,35,Mender,Gust,True,True
689,35,Mender,Storm,True,True
690,35,Mender,Halo,True,False
691,35,Mender,,True,False
692,35,Invader,Storm,True,True
693,35,Invader,Gust,True,True
694,35,Invader,Halo,True,False
695,35,Invader,,True,False
696,35,Strider,Halo,True,False
697,35,Strider,Halo,True,False
698,35,Strider,Glory,True,True
699,35,Strider,,True,False
700,36,Strider,Halo,True,True
701,36,Strider,Halo,True,True
702,36,Strider,Ember,True,True
703,36,Strider,,True,False
704,36,Ares,Corona,True,True
705,36,Ares,Halo,True,True
706,36,Ares,Halo,True,True
707,36,Ares,Corona,True,True
708,36,Ao Jun,Viper,True,True
709,36,Ao Jun,Viper,True,True
710,36,Ao Jun,,True,False
711,36,Ao Jun,,True,False
712,36,Ares,Pulsar,True,True
713,36,Ares,Marquess,True,False
714,36,Ares,Marquess,True,False
715,36,Ares,Pulsar,True,True
716,36,Invader,Corona,True,True
717,36,Invader,Halo,True,True
718,36,Invader,Halo,True,True
719,36,Invader,,True,False
720,37,Strider,Gust,True,True
721,37,Strider,Shredder,True,False
722,37,Strider,Ember,True,True
723,37,Strider,,True,False
724,37,Mercury,Halo,False,True
725,37,Mercury,Ember,False,True
726,37,Mercury,Halo,False,True
727,37,Mercury,,False,False
728,37,Ares,Corona,True,True
729,37,Ares,Halo,True,True
730,37,Ares,Halo,True,True
731,37,Ares,Corona,True,True
732,37,Ares,Scourge,True,True
733,37,Ares,Halo,True,True
734,37,Ares,Halo,True,True
735,37,Ares,Scourge,True,True
736,37,Falcon,Trident,True,True
737,37,Falcon,Avenger,True,True
738,37,Falcon,Trident,True,True
739,37,Falcon,,True,False
740,38,Falcon,Trident,False,True
741,38,Falcon,Viper,False,False
742,38,Falcon,Trident,False,True
743,38,Falcon,,False,False
744,38,Invader,Storm,True,True
745,38,Invader,Halo,True,False
746,38,Invader,Halo,True,False
747,38,Invader,,True,False
748,38,Ares,Corona,False,False
749,38,Ares,Halo,False,False
750,38,Ares,Halo,False,False
751,38,Ares,Corona,False,False
752,38,Hellburner,Halo,True,False
753,38,Hellburner,Avenger,True,False
754,38,Hellburner,,True,False
755,38,Hellburner,,True,False
756,38,Ao Jun,Avenger,False,False
757,38,Ao Jun,Avenger,False,True
758,38,Ao Jun,,False,False
759,38,Ao Jun,,False,False
760,39,Hellburner,Halo,True,True
761,39,Hellburner,Ember,True,True
762,39,Hellburner,,True,False
763,39,Hellburner,,True,False
764,39,Ao Jun,Avenger,True,True
765,39,Ao Jun,Avenger,True,True
766,39,Ao Jun,,True,False
767,39,Ao Jun,,True,False
768,39,Mercury,Halo,False,True
769,39,Mercury,Avenger,False,True
770,39,Mercury,Halo,False,True
771,39,Mercury,,False,False
772,39,Ares,Scourge,True,True
773,39,Ares,Halo,True,True
774,39,Ares,Halo,True,True
775,39,Ares,Scourge,True,True
776,39,Falcon,Exodus,True,True
777,39,Falcon,Exodus,True,True
778,39,Falcon,Exodus,True,True
779,39,Falcon,,True,False
780,40,Invader,Storm,True,True
781,40,Invader,Gust,True,True
782,40,Invader,Gust,True,True
783,40,Invader,,True,False
784,40,Falcon,Dragoon,False,True
785,40,Falcon,Avenger,False,True
786,40,Falcon,Dragoon,False,True
787,40,Falcon,,False,False
788,40,Mercury,Halo,False,False
789,40,Mercury,Ember,False,True
790,40,Mercury,Halo,False,False
791,40,Mercury,,False,False
792,40,Ares,Scourge,True,True
793,40,Ares,Shredder,True,False
794,40,Ares,Halo,True,False
795,40,Ares,Scourge,True,True
796,40,Invader,Storm,True,True
797,40,Invader,Halo,True,False
798,40,Invader,Halo,True,False
799,40,Invader,,True,False
800,41,Hellburner,Halo,True,False
801,41,Hellburner,Ember,True,True
802,41,Hellburner,,True,False
803,41,Hellburner,,True,False
804,41,Mercury,Halo,False,True
805,41,Mercury,Avenger,False,True
806,41,Mercury,Halo,False,False
807,41,Mercury,,False,False
808,41,Invader,Corona,True,True
809,41,Invader,Gust,True,True
810,41,Invader,Halo,True,False
811,41,Invader,,True,False
812,41,Ao Jun,Dragoon,False,True
813,41,Ao Jun,Dragoon,False,True
814,41,Ao Jun,,False,False
815,41,Ao Jun,,False,False
816,41,Ares,Corona,True,False
817,41,Ares,Halo,True,False
818,41,Ares,Halo,True,False
819,41,Ares,Corona,True,False
820,42,Hellburner,Ecu,True,True
821,42,Hellburner,Ember,True,True
822,42,Hellburner,,True,False
823,42,Hellburner,,True,False
824,42,Mercury,Gust,False,True
825,42,Mercury,Avenger,False,True
826,42,Mercury,Halo,False,False
827,42,Mercury,,False,False
828,42,Invader,Storm,True,True
829,42,Invader,Gust,True,True
830,42,Invader,Gust,True,True
831,42,Invader,,True,False
832,42,Ares,Taran,True,True
833,42,Ares,Halo,True,False
834,42,Ares,Halo,True,False
835,42,Ares,Taran,True,True
836,42,Ares,Tulumbas,True,True
837,42,Ares,Pin,True,True
838,42,Ares,Pin,True,True
839,42,Ares,Tulumbas,True,True
840,43,Hellburner,Ecu,False,False
841,43,Hellburner,Ember,False,False
842,43,Hellburner,,False,False
843,43,Hellburner,,False,False
844,43,Mercury,Halo,False,False
845,43,Mercury,Avenger,False,True
